sqft_lot,sqft_living15,age,zipcode,bathrooms,bedrooms,renov_age,sqft_basement,grade,price
16500.0,2210.0,42.0,790576.65,2.75,3.0,0.0,840.0,8.0,563000.0
14061.0,1260.0,48.0,569958.47,1.75,3.0,0.0,0.0,7.0,410988.0
8319.0,2500.0,29.0,311632.11,2.5,0.0,0.0,0.0,8.0,339950.0
13118.0,3070.0,28.0,1194230.02,2.5,4.0,0.0,0.0,11.0,1200000.0
19785.0,2280.0,23.0,300539.89,2.5,4.0,0.0,0.0,8.0,340000.0
13457.0,2120.0,58.0,386997.4,3.25,4.0,0.0,0.0,9.0,808100.0
6301.0,1330.0,16.0,234284.04,1.75,3.0,0.0,0.0,7.0,236000.0
8300.0,1840.0,50.0,304262.11,1.75,4.0,0.0,0.0,8.0,330000.0
5808.0,1520.0,105.0,576795.01,3.5,4.0,76.0,720.0,8.0,799990.0
5669.0,1810.0,11.0,366867.6,2.5,0.0,0.0,0.0,7.0,240000.0
18600.0,1610.0,55.0,493552.53,1.0,3.0,0.0,0.0,7.0,343000.0
9406.0,1700.0,21.0,493552.53,2.5,3.0,0.0,260.0,7.0,332000.0
14925.0,4310.0,12.0,790576.65,3.5,5.0,0.0,0.0,11.0,945000.0
8366.0,960.0,71.0,353608.64,1.0,3.0,0.0,0.0,6.0,239950.0
5000.0,1720.0,69.0,619900.55,1.75,5.0,0.0,860.0,7.0,674000.0
5000.0,1050.0,47.0,420890.55,1.0,3.0,0.0,0.0,6.0,200000.0
7232.0,1970.0,49.0,645507.38,1.75,3.0,0.0,0.0,8.0,453000.0
8865.0,1250.0,64.0,469455.77,1.75,3.0,0.0,0.0,7.0,330000.0
4547.0,2180.0,6.0,311632.11,2.5,4.0,0.0,0.0,7.0,285000.0
8152.0,1310.0,66.0,423725.7,1.75,4.0,0.0,620.0,6.0,338000.0
6000.0,1250.0,64.0,424706.36,1.0,2.0,0.0,0.0,6.0,264950.0
10800.0,2960.0,61.0,1194230.02,2.0,4.0,0.0,1180.0,8.0,880000.0
5488.0,1040.0,39.0,319581.39,1.5,3.0,0.0,0.0,7.0,209500.0
9398.0,1330.0,57.0,420890.55,2.5,4.0,0.0,1090.0,7.0,380000.0
12891.0,2320.0,20.0,300539.89,2.0,3.0,0.0,0.0,7.0,336500.0
8466.0,2250.0,31.0,304262.11,2.25,3.0,0.0,840.0,7.0,360000.0
33826.0,2580.0,90.0,423725.7,3.25,4.0,0.0,0.0,8.0,911100.0
7560.0,990.0,70.0,424706.36,1.0,2.0,0.0,0.0,6.0,249900.0
6250.0,1210.0,52.0,240328.37,1.0,4.0,0.0,0.0,7.0,175000.0
2500.0,2270.0,26.0,424706.36,2.5,3.0,0.0,0.0,9.0,549950.0
10866.0,1580.0,69.0,645231.46,1.75,3.0,0.0,0.0,6.0,225000.0
10866.0,1580.0,69.0,645231.46,1.75,3.0,0.0,0.0,6.0,270000.0
11040.0,1720.0,34.0,462480.04,2.25,3.0,0.0,0.0,8.0,400000.0
5240.0,1430.0,89.0,417637.43,1.0,2.0,0.0,0.0,6.0,299800.0
8676.0,2540.0,25.0,420890.55,2.5,3.0,0.0,0.0,8.0,555000.0
9180.0,1930.0,26.0,304262.11,2.5,3.0,0.0,0.0,8.0,230000.0
6259.0,2810.0,12.0,334921.06,2.5,4.0,0.0,0.0,9.0,360000.0
3200.0,1880.0,104.0,791820.81,1.0,2.0,60.0,0.0,7.0,415000.0
8000.0,2350.0,38.0,286732.79,1.75,4.0,0.0,500.0,9.0,355000.0
27972.0,2500.0,18.0,678163.06,2.5,4.0,0.0,0.0,8.0,635000.0
5000.0,1340.0,36.0,417637.43,2.75,5.0,0.0,1030.0,7.0,353000.0
34830.0,2390.0,57.0,616780.84,4.0,7.0,48.0,0.0,9.0,999000.0
10196.0,1320.0,48.0,280804.69,1.5,3.0,0.0,510.0,7.0,265000.0
8250.0,1500.0,56.0,645507.38,1.75,4.0,0.0,0.0,7.0,250000.0
7142.0,1170.0,63.0,423725.7,1.0,2.0,0.0,0.0,7.0,225000.0
5000.0,1280.0,70.0,576795.01,1.0,2.0,0.0,0.0,7.0,553000.0
11455.0,1960.0,53.0,645507.38,2.5,5.0,0.0,1250.0,7.0,565000.0
5150.0,1660.0,107.0,417637.43,1.0,2.0,0.0,190.0,6.0,312000.0
185130.0,2630.0,23.0,455617.11,2.5,3.0,0.0,0.0,9.0,475000.0
9163.0,2260.0,22.0,294111.28,2.75,4.0,0.0,810.0,8.0,320000.0
9583.0,1890.0,50.0,521652.86,2.0,3.0,0.0,0.0,7.0,453000.0
6180.0,1250.0,105.0,417637.43,1.0,3.0,0.0,0.0,6.0,320000.0
8400.0,2610.0,68.0,594547.65,2.75,4.0,0.0,1200.0,8.0,610000.0
9630.0,1960.0,55.0,462480.04,1.5,3.0,0.0,0.0,8.0,385000.0
8075.0,1310.0,31.0,280804.69,1.75,3.0,0.0,0.0,6.0,215000.0
5040.0,1680.0,94.0,315709.3,1.5,4.0,0.0,0.0,8.0,215000.0
4274.0,2000.0,11.0,462480.04,2.5,3.0,0.0,0.0,7.0,415000.0
6380.0,1830.0,67.0,469455.77,1.0,1.0,0.0,0.0,6.0,350000.0
6380.0,1830.0,68.0,469455.77,1.0,1.0,0.0,0.0,6.0,395000.0
9874.0,2280.0,51.0,1355927.08,1.75,2.0,0.0,0.0,7.0,898000.0
7338.0,3010.0,8.0,304262.11,2.5,3.0,0.0,0.0,8.0,480000.0
1973.0,1640.0,7.0,849448.02,2.5,3.0,0.0,790.0,9.0,1240000.0
230868.0,1590.0,25.0,682774.88,2.5,4.0,0.0,0.0,8.0,599000.0
9127.0,2780.0,16.0,685605.78,3.0,4.0,0.0,0.0,9.0,770000.0
8520.0,2470.0,35.0,1355927.08,2.25,3.0,0.0,0.0,8.0,1208000.0
11131.0,2300.0,62.0,1355927.08,2.25,4.0,0.0,1160.0,9.0,1590000.0
35169.0,2860.0,25.0,569958.47,2.0,3.0,0.0,0.0,8.0,880000.0
7884.0,1050.0,72.0,464231.84,2.0,3.0,72.0,0.0,6.0,332000.0
7200.0,1810.0,48.0,645507.38,1.75,3.0,0.0,0.0,7.0,445000.0
87555.0,2451.0,10.0,366867.6,2.75,4.0,0.0,0.0,10.0,849000.0
2970.0,1670.0,111.0,901258.27,1.5,4.0,0.0,0.0,7.0,752000.0
6504.0,1448.0,18.0,594547.65,7.5,9.0,0.0,0.0,7.0,450000.0
5500.0,1480.0,59.0,618634.17,1.0,3.0,0.0,0.0,7.0,420000.0
6320.0,1850.0,18.0,334921.06,2.5,4.0,0.0,0.0,8.0,330000.0
9065.0,1990.0,42.0,386997.4,1.75,3.0,0.0,0.0,8.0,409000.0
14322.0,1690.0,46.0,493552.53,1.75,5.0,0.0,1150.0,7.0,350000.0
44001.0,2200.0,21.0,424788.75,2.5,4.0,0.0,0.0,8.0,570000.0
8333.0,1320.0,32.0,423725.7,1.0,3.0,0.0,0.0,7.0,315000.0
15000.0,1350.0,84.0,240328.37,1.0,2.0,83.0,90.0,6.0,224000.0
9706.0,1730.0,49.0,240328.37,1.75,4.0,0.0,750.0,7.0,293550.0
3175.0,1260.0,48.0,594547.65,2.75,4.0,0.0,960.0,6.0,350000.0
9380.0,2870.0,26.0,859684.78,2.5,4.0,0.0,0.0,10.0,1108000.0
7092.0,2350.0,18.0,386997.4,2.5,4.0,0.0,0.0,7.0,442500.0
118047.0,3240.0,22.0,616990.59,2.5,3.0,0.0,340.0,9.0,616500.0
9040.0,2430.0,25.0,420890.55,2.5,3.0,0.0,400.0,8.0,506400.0
4411.0,1620.0,13.0,424788.75,2.25,3.0,0.0,0.0,7.0,324000.0
6450.0,1400.0,83.0,315709.3,1.5,3.0,0.0,0.0,6.0,169000.0
5000.0,1250.0,86.0,576795.01,2.0,3.0,0.0,730.0,7.0,595000.0
6014.0,2760.0,12.0,334921.06,2.5,3.0,0.0,0.0,7.0,299900.0
8876.0,2150.0,37.0,353608.64,2.25,3.0,0.0,890.0,7.0,332000.0
8400.0,1850.0,36.0,490351.47,1.75,4.0,0.0,810.0,7.0,432000.0
9112.0,3050.0,18.0,302878.88,2.75,4.0,0.0,990.0,9.0,510000.0
7739.0,1720.0,29.0,296187.98,2.5,3.0,0.0,0.0,7.0,270000.0
15593.0,3390.0,29.0,685605.78,2.5,5.0,0.0,0.0,11.0,750000.0
3120.0,1000.0,100.0,862825.23,1.5,2.0,93.0,550.0,7.0,509250.0
5200.0,1010.0,46.0,311632.11,1.0,3.0,0.0,0.0,6.0,189000.0
3893.0,1710.0,15.0,576795.01,2.5,4.0,0.0,0.0,8.0,726500.0
11374.0,1480.0,81.0,240328.37,2.0,3.0,0.0,0.0,7.0,287000.0
49223.0,3580.0,10.0,423665.99,3.5,4.0,0.0,0.0,9.0,679000.0
8721.0,2130.0,27.0,300539.89,2.25,3.0,0.0,560.0,8.0,316000.0
22445.0,2640.0,23.0,455617.11,2.5,4.0,0.0,0.0,8.0,498000.0
8270.0,2320.0,35.0,569958.47,1.75,4.0,0.0,1080.0,7.0,448000.0
5527.0,2080.0,63.0,619900.55,1.0,2.0,0.0,0.0,7.0,535000.0
9601.0,3200.0,25.0,294111.28,3.0,4.0,0.0,0.0,10.0,560000.0
14255.0,2470.0,39.0,859684.78,2.25,4.0,0.0,1060.0,8.0,437850.0
50994.0,2780.0,31.0,311632.11,2.75,4.0,0.0,550.0,8.0,435000.0
8031.0,2320.0,16.0,423725.7,2.5,4.0,0.0,0.0,8.0,510000.0
54885.0,2770.0,34.0,493552.53,2.5,3.0,0.0,0.0,8.0,520000.0
3521.0,1840.0,25.0,616780.84,1.5,2.0,0.0,0.0,8.0,509000.0
5652.0,1490.0,110.0,618634.17,1.0,3.0,0.0,0.0,6.0,575000.0
7210.0,1980.0,46.0,493552.53,2.5,4.0,0.0,700.0,7.0,365000.0
17859.0,2955.0,35.0,521652.86,2.0,3.0,0.0,920.0,9.0,795000.0
4060.0,2190.0,9.0,311632.11,2.5,3.0,0.0,0.0,7.0,285000.0
43560.0,3910.0,45.0,810164.88,2.25,3.0,0.0,300.0,10.0,955000.0
8400.0,2880.0,59.0,676185.39,2.5,4.0,32.0,830.0,8.0,775000.0
5012.0,1670.0,17.0,355678.52,3.0,4.0,0.0,0.0,7.0,400000.0
8483.0,2660.0,23.0,490351.47,2.5,4.0,0.0,0.0,9.0,570000.0
6507.0,3950.0,0.0,678163.06,3.25,5.0,0.0,0.0,9.0,955990.0
34848.0,2770.0,8.0,810164.88,2.25,3.0,0.0,990.0,10.0,1150000.0
21465.0,2550.0,36.0,311632.11,2.0,4.0,0.0,640.0,9.0,459950.0
8382.0,1100.0,73.0,359483.24,1.75,2.0,0.0,0.0,6.0,245000.0
974.0,1420.0,11.0,469455.77,1.5,3.0,0.0,0.0,7.0,281000.0
7000.0,950.0,72.0,580526.79,0.75,3.0,0.0,0.0,4.0,205000.0
15090.0,1580.0,46.0,366867.6,1.75,3.0,0.0,0.0,7.0,290000.0
11176.0,1390.0,61.0,469455.77,2.5,4.0,0.0,0.0,8.0,635000.0
6000.0,1530.0,96.0,551688.67,1.0,1.0,0.0,0.0,5.0,310000.0
3659.0,1560.0,109.0,634360.18,2.0,4.0,0.0,670.0,7.0,470000.0
14878.0,3080.0,24.0,490351.47,2.5,2.0,0.0,0.0,10.0,600000.0
10051.0,1520.0,45.0,334921.06,2.0,4.0,34.0,0.0,7.0,279000.0
4270.0,2420.0,14.0,527961.2,3.5,3.0,0.0,0.0,8.0,538500.0
10006.0,2720.0,25.0,685605.78,2.5,4.0,0.0,0.0,9.0,594950.0
295772.0,2050.0,61.0,311632.11,1.0,2.0,0.0,0.0,5.0,533050.0
7040.0,2040.0,40.0,803719.52,1.75,3.0,0.0,0.0,7.0,510000.0
8686.0,1900.0,40.0,353608.64,2.25,4.0,0.0,1200.0,7.0,360000.0
5106.0,1300.0,54.0,619900.55,1.0,2.0,0.0,560.0,7.0,435000.0
6500.0,1880.0,48.0,619900.55,1.75,3.0,0.0,0.0,8.0,559000.0
115670.0,2142.0,23.0,487479.63,1.5,2.0,0.0,0.0,8.0,645000.0
9690.0,1630.0,95.0,417637.43,1.0,2.0,0.0,640.0,6.0,340000.0
10459.0,2920.0,14.0,424788.75,2.5,4.0,0.0,0.0,9.0,565000.0
6130.0,1730.0,74.0,619900.55,1.75,3.0,0.0,250.0,7.0,575700.0
1923.0,1840.0,8.0,879623.62,3.25,3.0,0.0,580.0,10.0,1010000.0
185130.0,2200.0,18.0,366867.6,2.0,3.0,0.0,480.0,8.0,540500.0
8580.0,1220.0,60.0,289078.35,4.0,5.0,0.0,500.0,7.0,265000.0
7830.0,2390.0,73.0,469455.77,2.0,4.0,0.0,890.0,7.0,699950.0
20339.0,2020.0,68.0,493552.53,1.75,1.0,0.0,200.0,4.0,355000.0
11407.0,1470.0,60.0,423725.7,1.5,3.0,0.0,0.0,7.0,381000.0
8700.0,1720.0,53.0,619900.55,2.25,5.0,0.0,920.0,8.0,564000.0
6250.0,980.0,72.0,359483.24,1.0,2.0,0.0,0.0,6.0,114975.0
8636.0,1190.0,62.0,359483.24,0.75,1.0,0.0,0.0,4.0,325000.0
125452.0,1660.0,61.0,315709.3,1.0,2.0,0.0,0.0,7.0,299990.0
5280.0,3150.0,9.0,645231.46,2.75,5.0,0.0,0.0,9.0,751000.0
6970.0,1800.0,30.0,859684.78,2.25,3.0,0.0,0.0,8.0,425000.0
5040.0,3010.0,68.0,594547.65,1.75,3.0,0.0,1140.0,8.0,665000.0
269345.0,2670.0,19.0,616990.59,4.0,5.0,0.0,1130.0,9.0,833450.0
11250.0,2030.0,66.0,386997.4,1.5,7.0,0.0,350.0,8.0,575000.0
9600.0,1590.0,47.0,493552.53,1.75,3.0,0.0,0.0,7.0,190000.0
9600.0,1590.0,48.0,493552.53,1.75,3.0,0.0,0.0,7.0,314950.0
5200.0,1260.0,108.0,585085.47,2.0,2.0,0.0,540.0,7.0,601150.0
8308.0,1200.0,66.0,359483.24,1.0,2.0,0.0,0.0,7.0,315000.0
13380.0,1490.0,61.0,359483.24,1.5,2.0,0.0,1060.0,7.0,545000.0
10698.0,2220.0,35.0,616990.59,2.25,4.0,0.0,0.0,8.0,565000.0
7034.0,1440.0,60.0,304262.11,1.0,3.0,0.0,0.0,7.0,175000.0
26571.0,2030.0,27.0,810164.88,2.0,3.0,0.0,0.0,8.0,530000.0
7900.0,2210.0,54.0,676185.39,1.75,3.0,0.0,300.0,8.0,430000.0
8372.0,1220.0,33.0,311632.11,1.75,3.0,0.0,0.0,7.0,225000.0
9779.0,1360.0,77.0,240328.37,4.0,5.0,0.0,950.0,7.0,312000.0
7980.0,1760.0,64.0,676185.39,1.0,3.0,0.0,0.0,7.0,380000.0
10000.0,1620.0,62.0,284908.6,1.0,2.0,0.0,0.0,7.0,222200.0
8000.0,1900.0,8.0,1194230.02,3.5,5.0,0.0,0.0,10.0,1438890.0
4558.0,2370.0,12.0,366867.6,2.5,4.0,0.0,0.0,7.0,329950.0
10300.0,2410.0,22.0,576795.01,2.5,3.0,0.0,0.0,10.0,995000.0
10829.0,3620.0,21.0,616990.59,3.5,3.0,0.0,0.0,11.0,929950.0
9779.0,2700.0,28.0,685605.78,2.5,4.0,0.0,0.0,10.0,692000.0
2475.0,1290.0,103.0,579053.42,1.0,2.0,0.0,0.0,6.0,402000.0
43560.0,2540.0,52.0,685605.78,1.75,3.0,0.0,580.0,7.0,510000.0
8498.0,1050.0,55.0,300539.89,1.0,3.0,0.0,0.0,7.0,249000.0
9980.0,1360.0,48.0,300539.89,1.5,3.0,0.0,0.0,7.0,244900.0
7068.0,1180.0,71.0,310612.76,1.0,3.0,0.0,0.0,6.0,289900.0
7980.0,1570.0,76.0,359483.24,1.0,4.0,0.0,390.0,7.0,552500.0
165528.0,3030.0,30.0,682774.88,2.5,4.0,0.0,0.0,8.0,760000.0
1088.0,2090.0,8.0,901258.27,2.75,2.0,0.0,350.0,7.0,440000.0
9000.0,1520.0,60.0,240328.37,1.75,3.0,0.0,680.0,7.0,286000.0
4592.0,940.0,64.0,319581.39,1.0,3.0,0.0,400.0,6.0,260000.0
10838.0,1390.0,29.0,462480.04,2.25,2.0,0.0,0.0,8.0,355000.0
12506.0,2120.0,56.0,294111.28,1.75,3.0,0.0,0.0,8.0,318000.0
19965.0,2100.0,62.0,240328.37,1.0,2.0,0.0,0.0,7.0,255000.0
17334.0,1530.0,36.0,280804.69,1.0,3.0,0.0,0.0,7.0,139000.0
7068.0,1460.0,39.0,521652.86,2.25,4.0,0.0,0.0,7.0,485000.0
266587.0,2700.0,19.0,455617.11,1.75,3.0,0.0,490.0,8.0,549950.0
4200.0,1380.0,98.0,585085.47,1.5,3.0,0.0,0.0,8.0,588000.0
7410.0,1890.0,64.0,619900.55,2.5,3.0,0.0,1100.0,8.0,975000.0
1827.0,1540.0,9.0,612653.61,2.0,3.0,0.0,0.0,8.0,402000.0
9875.0,1200.0,56.0,240328.37,1.0,3.0,0.0,0.0,7.0,245000.0
32340.0,1890.0,38.0,487479.63,1.75,3.0,0.0,0.0,8.0,445000.0
8459.0,1650.0,23.0,315709.3,1.75,3.0,0.0,0.0,7.0,195000.0
11750.0,2000.0,53.0,423725.7,2.0,5.0,0.0,1060.0,7.0,385000.0
7903.0,1520.0,59.0,859684.78,1.5,3.0,0.0,520.0,7.0,450000.0
6837.0,1160.0,10.0,803719.52,2.5,4.0,0.0,0.0,9.0,1090000.0
6375.0,1180.0,69.0,424706.36,1.0,2.0,0.0,0.0,6.0,396675.0
7494.0,1650.0,63.0,289078.35,2.25,5.0,0.0,1170.0,7.0,242000.0
12378.0,1300.0,71.0,439471.08,1.75,3.0,0.0,0.0,6.0,380000.0
4635.0,1810.0,73.0,619900.55,1.0,2.0,32.0,0.0,7.0,496000.0
4488.0,1400.0,34.0,521652.86,2.5,3.0,0.0,0.0,7.0,399950.0
8526.0,2440.0,17.0,803719.52,2.5,4.0,0.0,0.0,9.0,895000.0
6149.0,2000.0,88.0,551688.67,2.0,3.0,63.0,800.0,8.0,690000.0
8375.0,1610.0,87.0,423725.7,1.5,3.0,0.0,0.0,7.0,270000.0
38781.0,2650.0,65.0,616990.59,2.0,3.0,0.0,1210.0,7.0,349900.0
1741.0,1470.0,11.0,612653.61,2.5,3.0,0.0,300.0,8.0,454280.0
26375.0,1410.0,23.0,682774.88,2.5,3.0,0.0,0.0,6.0,390000.0
14005.0,2170.0,32.0,286732.79,1.75,3.0,0.0,0.0,8.0,275000.0
8932.0,2410.0,25.0,286732.79,2.5,4.0,0.0,0.0,8.0,300000.0
6000.0,1700.0,75.0,791820.81,1.75,3.0,0.0,650.0,7.0,700000.0
6609.0,1680.0,64.0,619900.55,1.75,3.0,0.0,800.0,7.0,520000.0
39529.0,3010.0,28.0,678163.06,2.5,3.0,0.0,0.0,9.0,715000.0
4324.0,2370.0,9.0,366867.6,2.5,3.0,0.0,0.0,8.0,404000.0
21883.0,2280.0,16.0,490351.47,2.0,3.0,0.0,1030.0,7.0,490500.0
6440.0,3530.0,51.0,417637.43,2.75,6.0,51.0,1750.0,10.0,1485000.0
6000.0,1550.0,71.0,791820.81,1.75,4.0,0.0,0.0,7.0,557800.0
9900.0,2320.0,56.0,464231.84,2.25,4.0,0.0,740.0,8.0,571000.0
4020.0,3010.0,8.0,366867.6,2.5,4.0,0.0,0.0,9.0,410000.0
5506.0,1670.0,44.0,417637.43,1.5,3.0,0.0,0.0,7.0,225000.0
4498.0,2660.0,10.0,645231.46,2.5,4.0,0.0,0.0,9.0,700000.0
3500.0,1590.0,110.0,585085.47,1.0,3.0,80.0,0.0,7.0,500000.0
1860.0,1440.0,90.0,579053.42,2.0,2.0,0.0,680.0,7.0,536500.0
25046.0,2050.0,35.0,315709.3,2.5,3.0,0.0,460.0,8.0,330000.0
15210.0,1710.0,39.0,311632.11,1.75,3.0,0.0,0.0,7.0,249950.0
8410.0,1390.0,71.0,289078.35,1.75,4.0,0.0,0.0,7.0,249000.0
7535.0,1110.0,106.0,251296.24,1.75,3.0,0.0,0.0,6.0,249000.0
9195.0,2440.0,64.0,1355927.08,1.75,4.0,0.0,1090.0,7.0,780000.0
4275.0,1810.0,10.0,619900.55,2.5,4.0,0.0,0.0,9.0,1200000.0
7210.0,1870.0,39.0,569958.47,1.75,3.0,0.0,820.0,7.0,434500.0
339332.0,1910.0,12.0,315709.3,2.0,4.0,0.0,0.0,8.0,590000.0
4000.0,1490.0,105.0,579053.42,1.0,2.0,0.0,0.0,6.0,417200.0
11900.0,2590.0,38.0,685605.78,2.25,4.0,0.0,0.0,9.0,649990.0
3588.0,1570.0,88.0,579053.42,1.0,2.0,0.0,100.0,7.0,506000.0
4004.0,1730.0,16.0,284908.6,2.5,3.0,0.0,0.0,7.0,348000.0
6146.0,2810.0,16.0,300539.89,2.5,4.0,0.0,0.0,9.0,301000.0
4000.0,1150.0,74.0,576795.01,1.0,2.0,0.0,0.0,7.0,427550.0
6720.0,1880.0,64.0,423725.7,1.0,3.0,0.0,0.0,7.0,361000.0
8107.0,1260.0,68.0,469455.77,2.5,2.0,0.0,900.0,7.0,460000.0
6400.0,1700.0,30.0,1095499.34,3.5,4.0,27.0,0.0,8.0,958000.0
6846.0,1410.0,103.0,355678.52,1.75,5.0,0.0,1120.0,7.0,445000.0
3565.0,1510.0,15.0,569958.47,2.5,3.0,0.0,0.0,7.0,373000.0
7957.0,1890.0,38.0,490351.47,2.25,4.0,0.0,910.0,8.0,525000.0
12593.0,2850.0,17.0,286732.79,2.5,3.0,0.0,0.0,9.0,364988.0
8370.0,1410.0,73.0,676185.39,1.0,2.0,0.0,0.0,7.0,324000.0
5627.0,2020.0,55.0,417637.43,3.0,4.0,0.0,860.0,8.0,625000.0
7830.0,1130.0,34.0,315709.3,1.75,3.0,0.0,0.0,7.0,237500.0
15949.0,1730.0,49.0,521652.86,2.25,6.0,0.0,1200.0,8.0,429300.0
6250.0,1130.0,65.0,355678.52,1.0,3.0,0.0,220.0,7.0,155000.0
8160.0,2720.0,75.0,676185.39,2.75,4.0,0.0,980.0,8.0,614000.0
3332.0,2590.0,1.0,521652.86,2.5,3.0,0.0,0.0,9.0,650000.0
12219.0,2470.0,28.0,1355927.08,2.0,3.0,0.0,0.0,7.0,625000.0
6414.0,2130.0,54.0,576795.01,2.25,3.0,0.0,0.0,8.0,587100.0
37647.0,2410.0,23.0,311632.11,2.5,4.0,0.0,0.0,8.0,380000.0
5760.0,1970.0,98.0,417637.43,1.0,2.0,0.0,200.0,6.0,479500.0
2380.0,980.0,115.0,619900.55,1.0,1.0,0.0,0.0,6.0,382888.0
3565.0,1920.0,74.0,618634.17,4.25,4.0,63.0,0.0,7.0,540000.0
8632.0,2550.0,42.0,803719.52,2.75,4.0,0.0,850.0,8.0,691000.0
3990.0,1710.0,102.0,585085.47,2.0,3.0,0.0,860.0,7.0,760500.0
10968.0,3550.0,9.0,527961.2,2.5,4.0,0.0,0.0,9.0,685000.0
33664.0,1290.0,59.0,280804.69,1.0,3.0,0.0,0.0,6.0,199129.0
7702.0,2390.0,26.0,286732.79,3.0,3.0,0.0,0.0,9.0,335000.0
35988.0,2780.0,40.0,353608.64,2.0,3.0,0.0,0.0,8.0,305100.0
12202.0,2480.0,56.0,810164.88,2.25,4.0,0.0,0.0,9.0,830000.0
8481.0,3140.0,22.0,859684.78,2.5,3.0,0.0,0.0,10.0,810000.0
15661.0,1440.0,27.0,685605.78,2.25,3.0,0.0,260.0,8.0,500000.0
5405.0,1190.0,67.0,424706.36,1.75,3.0,0.0,960.0,7.0,490000.0
4200.0,1340.0,102.0,618634.17,1.75,2.0,0.0,0.0,7.0,490000.0
10660.0,1800.0,54.0,302878.88,1.75,4.0,0.0,360.0,7.0,272000.0
7200.0,1890.0,35.0,300539.89,2.25,3.0,0.0,0.0,7.0,280000.0
6180.0,1490.0,59.0,423725.7,1.0,3.0,0.0,0.0,7.0,233000.0
6000.0,1200.0,62.0,386997.4,1.0,3.0,0.0,0.0,7.0,275000.0
6420.0,2030.0,23.0,300539.89,3.25,3.0,0.0,650.0,9.0,375000.0
3703.0,2190.0,10.0,490351.47,2.75,3.0,0.0,0.0,8.0,445000.0
1125.0,1360.0,12.0,579053.42,2.5,3.0,0.0,0.0,8.0,437500.0
6000.0,1430.0,110.0,417637.43,1.0,4.0,0.0,100.0,7.0,426250.0
12497.0,1560.0,47.0,527961.2,1.5,3.0,0.0,0.0,7.0,358000.0
49503.0,3330.0,11.0,678163.06,3.5,4.0,0.0,0.0,11.0,1175000.0
8276.0,1620.0,76.0,616990.59,1.0,2.0,0.0,0.0,5.0,305000.0
4664.0,1350.0,10.0,678163.06,1.75,2.0,0.0,0.0,8.0,415000.0
4960.0,1420.0,96.0,319581.39,3.0,11.0,81.0,600.0,7.0,520000.0
5974.0,2950.0,11.0,790576.65,3.5,4.0,0.0,0.0,9.0,733000.0
8159.0,1570.0,61.0,386997.4,1.0,3.0,0.0,0.0,7.0,411500.0
16671.0,1850.0,105.0,521652.86,1.75,3.0,0.0,520.0,6.0,540000.0
8613.0,1400.0,55.0,251296.24,1.5,3.0,0.0,300.0,7.0,270500.0
1256.0,1390.0,17.0,579053.42,1.5,2.0,0.0,80.0,8.0,422250.0
12353.0,2290.0,37.0,423725.7,3.25,5.0,0.0,0.0,9.0,655000.0
10576.0,4042.0,8.0,616990.59,3.25,5.0,0.0,1300.0,11.0,1200000.0
169448.0,2360.0,24.0,315709.3,2.5,3.0,0.0,0.0,9.0,550000.0
929.0,1270.0,10.0,634360.18,2.25,2.0,0.0,210.0,8.0,460000.0
6200.0,1320.0,70.0,310612.76,1.5,4.0,0.0,790.0,6.0,159075.0
4000.0,1580.0,106.0,585085.47,1.0,2.0,0.0,0.0,6.0,470000.0
7920.0,1530.0,75.0,355678.52,1.0,2.0,0.0,0.0,6.0,235000.0
9843.0,1590.0,53.0,289078.35,1.5,2.0,0.0,0.0,7.0,309950.0
9600.0,1910.0,48.0,859684.78,1.75,4.0,0.0,820.0,7.0,433000.0
10000.0,2490.0,48.0,859684.78,2.5,3.0,0.0,1100.0,8.0,895000.0
60960.0,2170.0,47.0,311632.11,1.5,3.0,0.0,720.0,7.0,291000.0
13124.0,2760.0,27.0,645231.46,2.5,3.0,0.0,0.0,9.0,835000.0
5000.0,1540.0,79.0,791820.81,1.0,2.0,0.0,160.0,7.0,640000.0
14279.0,2340.0,50.0,859684.78,2.25,3.0,0.0,1000.0,8.0,438000.0
9935.0,2830.0,9.0,493552.53,2.5,4.0,0.0,0.0,8.0,540000.0
7434.0,1260.0,22.0,359483.24,2.5,4.0,0.0,1000.0,7.0,325000.0
7200.0,1410.0,91.0,420890.55,1.75,4.0,0.0,900.0,7.0,380000.0
5544.0,1710.0,67.0,862825.23,1.0,2.0,0.0,460.0,7.0,510000.0
7707.0,2320.0,10.0,366867.6,2.5,4.0,0.0,0.0,8.0,380000.0
9800.0,2800.0,41.0,859684.78,2.5,4.0,0.0,1100.0,8.0,825000.0
52707.0,3100.0,18.0,682774.88,3.25,4.0,0.0,0.0,9.0,880000.0
6380.0,1630.0,85.0,619900.55,1.0,3.0,0.0,0.0,7.0,790000.0
4346.0,790.0,72.0,319581.39,1.5,2.0,0.0,0.0,6.0,287000.0
5000.0,1638.0,101.0,417637.43,3.0,3.0,0.0,560.0,7.0,509000.0
8400.0,2020.0,49.0,289078.35,2.25,3.0,0.0,400.0,7.0,270000.0
9380.0,1460.0,65.0,359483.24,2.0,3.0,0.0,0.0,6.0,210000.0
11752.0,2010.0,84.0,386997.4,1.0,3.0,0.0,0.0,8.0,415000.0
14400.0,2020.0,29.0,302878.88,2.5,3.0,0.0,1350.0,9.0,550000.0
5500.0,3790.0,57.0,791820.81,2.5,4.0,0.0,890.0,10.0,1250000.0
